2019-08-15 13:44:45,8 BER_TLV,"BER_TLV_Test_Assertions",Pass,Pass
2019-08-15 13:44:45,8.1 CCC,"Card Capabilities Container",Pass,Pass
2019-08-15 13:44:45,8.1.0,"SP 800-73-4 Data Model",Pass,Pass
2019-08-15 13:44:45,8.1.0.1,"Length field encoded as shown in SP800-85B Table 8.1",Pass,Pass
2019-08-15 13:44:45,8.1.0.2,"Tag encoded as 3 bytes",Pass,Pass
2019-08-15 13:44:45,8.1.0.3,"Each data object returned with 2 byte status word (90 00)",Pass,Pass
2019-08-15 13:44:45,8.1.0.4,"If a variable length field has length of 0, tag length is followed immediately by next tag if applicable",Pass,Pass
2019-08-15 13:44:45,8.1.1,"CCC Registered data model element is present and has a value of 0x10.",Pass,Pass
2019-08-15 13:44:45,8.1.2,"CCC BERTLV tag is 5FC107",Pass,Pass
2019-08-15 13:44:46,8.1.3,"CCC Tags 0xF0, 0xF1, 0xF2, 0xF3, 0xF4, 0xF5, 0xF6, 0xF7, 0xFA, 0xFB, 0xFC, 0xFD present in that order",Pass,Pass
2019-08-15 13:44:46,8.1.8,"CCC Optional Tags 0xE3 and 0xB4 may be present or absent; if present are after tags listed in and are in that order",Pass,Pass
2019-08-15 13:44:46,8.1.9,"CCC Tag 0xFE present and after any tags from 73-4.4 and 73.4-5",Pass,Pass
2019-08-15 13:44:46,8.1.10,"Confirm that tag 0xFE has length of 0",Pass,Pass
2019-08-15 13:44:46,8.1.11,"CCC value lengths comply with Table 8 of SP 800-73-4",Pass,Pass
2019-08-15 13:44:46,8.2 CHUID,"Card Holder Unique Identifier",Pass,Pass
2019-08-15 13:44:46,8.2.0,"SP 800-73-4 Data Model",Pass,Pass
2019-08-15 13:44:47,8.2.0.1,"Length field encoded as shown in SP800-85B Table 8.1",Pass,Pass
2019-08-15 13:44:47,8.2.0.2,"Tag encoded as 3 bytes",Pass,Pass
2019-08-15 13:44:47,8.2.0.3,"Each data object returned with 2 byte status word (90 00)",Pass,Pass
2019-08-15 13:44:47,8.2.0.4,"If a variable length field has length of 0, tag length is followed immediately by next tag if applicable",Pass,Pass
2019-08-15 13:44:47,8.2.1,"CHUID value lengths comply with Table 9 of SP 800-73-4",Pass,Pass
